einzelplan;einzelplan-text;einnahmen-ausgaben;einnahmen-ausgaben-art;kapitel;kapitel-text;titel;funktion;titel-text;flex;seite;soll;titelgruppe;tgr-text
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1701;Gesetzliche Leistungen für die Familien;68501;235;Zuweisung an die Conterganstiftung für behinderte Menschen;nein;9;155309;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1701;Gesetzliche Leistungen für die Familien;68502;290;Einlage in die Stiftung "Mutter und Kind - Schutz des ungeborenen Lebens";nein;9;92033;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1701;Gesetzliche Leistungen für die Familien;86201;290;Darlehen nach dem Familienpflegezeitgesetz und Pflegezeitgesetz;nein;10;6600;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1701;Gesetzliche Leistungen für die Familien;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;10;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1701;Gesetzliche Leistungen für die Familien;63611;219;Erstattung von Verwaltungskosten an die Bundesagentur für Arbeit für die Durchführung des Bundeskindergeldgesetzes;nein;10;54000;01;Kindergeld und Kinderzuschlag nach dem Bundeskindergeldgesetz
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1701;Gesetzliche Leistungen für die Familien;68111;231;Kindergeld für Anspruchsberechtigte nach § 1 BKGG;nein;10;111000;01;Kindergeld und Kinderzuschlag nach dem Bundeskindergeldgesetz
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1701;Gesetzliche Leistungen für die Familien;68112;231;Kindergeld und Kindergeldzuschlag für Bedienstete und Versorgungsempfänger der Körperschaften, Anstalten und Stiftungen des öffentlichen Rechts;nein;10;0;01;Kindergeld und Kinderzuschlag nach dem Bundeskindergeldgesetz
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1701;Gesetzliche Leistungen für die Familien;68113;231;Kinderzuschlag für Anspruchsberechtigte nach § 6 a Bundeskindergeldgesetz;nein;11;385000;01;Kindergeld und Kinderzuschlag nach dem Bundeskindergeldgesetz
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1702;Kinder- und Jugendpolitik;11101;290;Gebühren, sonstige Entgelte; ;14;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1702;Kinder- und Jugendpolitik;11999;290;Vermischte Einnahmen; ;14;2000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;15201;290;Zinsen aus Darlehen zum Bau und zur Einrichtung von zentralen Jugendbildungs- und Jugendbegegnungsstätten und Jugendherbergen; ;14;10;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;17201;290;Tilgung von Darlehen zum Bau und zur Einrichtung von zentralen Jugendbildungs- und Jugendbegegnungsstätten und Jugendherbergen; ;14;60;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;23201;246;Rückerstattungen von Zuwendungen im Rahmen der Förderung nach den Richtlinien zum "Garantiefonds-Hochschulbereich"; ;14;45;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;23202;261;Einnahmen aus sonstigen Zuweisungen der Länder zu besonderen Maßnahmen; ;14;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;23401;270;Einnahmen aus Abführungen des Sondervermögens "Kinderbetreuungsausbau"; ;14;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1702;Kinder- und Jugendpolitik;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;15;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68401;261;Zuschüsse und Leistungen für laufende Zwecke an Länder, Träger und für Aufgaben der freien Jugendhilfe;nein;15;176020;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68402;261;Maßnahmen zur Umsetzung der Qualifizierungsoffensive;nein;17;131000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68403;265;Zuweisungen an den Fonds Frühe Hilfen;nein;17;51000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68404;165;Maßnahmen zur Stärkung von Vielfalt, Toleranz und Demokratie;nein;18;50500;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68405;261;Zuschüsse für Aufgaben der freien Jugendhilfe an Jugendorganisationen politischer Parteien;nein;18;1525;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68604;261;Zuschuss an das Deutsche Jugendinstitut e. V.﻿, München;nein;18;9106;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68606;261;Beitrag zum Deutsch-Griechischen Jugendwerk;nein;19;3000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68607;261;Beitrag zum Deutsch-Französischen Jugendwerk;nein;19;11226;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1702;Kinder- und Jugendpolitik;68608;261;Beitrag zum Deutsch-Polnischen Jugendwerk;nein;19;5000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1702;Kinder- und Jugendpolitik;88202;261;Zuweisungen zum Bau, zum Erwerb, zur Einrichtung und zur Bauerhaltung von zentralen oder überregionalen Jugendbildungs- und Jugendbegegnungsstätten sowie Jugendherbergen;nein;20;3000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1702;Kinder- und Jugendpolitik;88402;270;Zuweisungen für Investitionen an das Sondervermögen "Kinderbetreuungsausbau" für die "Kinderbetreuungsfinanzierung 2015 - 2018";nein;20;230000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1702;Kinder- und Jugendpolitik;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;20;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;11101;290;Gebühren, sonstige Entgelte; ;29;25;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;11999;290;Vermischte Einnahmen; ;29;2000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;15201;290;Zinsen aus Darlehen zum Bau und zur Einrichtung von zentralen Familienferienstätten; ;29;6;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;16204;290;Zinsen aus Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation; ;29;2;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;17201;290;Tilgung von Darlehen zum Bau und zur Einrichtung von zentralen Familienferienstätten; ;29;16;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;18203;290;Tilgung von Darlehen zur Förderung von gesellschaftspolitischen Maßnahmen für die ältere Generation und sonstigen Darlehen; ;29;8;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;29;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;30;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68411;290;Freiwilligendienste;nein;30;92681;01;Stärkung der Zivilgesellschaft
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68412;290;Förderung von Modellvorhaben zur Stärkung des zivilgesellschaftlichen Engagements und von zentralen Maßnahmen sowie von Organisationen des Ehrenamtes und der Selbsthilfe;nein;30;14719;01;Stärkung der Zivilgesellschaft
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68414;290;Bundesfreiwilligendienst;nein;31;215202;01;Stärkung der Zivilgesellschaft
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;53122;314;Aufklärung im Zusammenhang mit der Umsetzung des Schwangerschaftskonfliktgesetzes;nein;32;5112;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68121;290;Zuschüsse und Leistungen zur Unterstützung bei ungewollter Kinderlosigkeit sowie für den Ausbau der Hilfen für Schwangere und zur Regelung der vertraulichen Geburt;nein;32;8700;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68421;290;Zuschüsse und Leistungen für laufende Zwecke an Träger und für Aufgaben der Familien- und Gleichstellungspolitik sowie für Ältere Menschen;nein;32;32491;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;68422;235;Förderung von Modellprojekten zur Einrichtung von Mehrgenerationenhäusern;nein;33;14300;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;89321;290;Zuschüsse für überregionale Maßnahmen und Modelleinrichtungen;nein;34;1883;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;89322;290;Zuschüsse zum Bau, zur Modernisierung sowie für Sanierungsmaßnahmen und zur Einrichtung von Familienferienstätten;nein;34;1800;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1703;Stärkung der Zivilgesellschaft, Familien-﻿, Gleichstellungs- und Seniorenpolitik;89324;314;Zuschüsse für überregionale Einrichtungen des Deutschen Müttergenesungswerkes;nein;35;4090;02;Familien-﻿, Gleichstellungs- und Seniorenpolitik
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1710;Sonstige Bewilligungen;11101;290;Gebühren, sonstige Entgelte; ;38;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1710;Sonstige Bewilligungen;11999;290;Vermischte Einnahmen; ;38;2000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1710;Sonstige Bewilligungen;27202;290;Einnahmen aus sonstigen Zuschüssen der Europäischen Union zu besonderen Maßnahmen; ;38;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1710;Sonstige Bewilligungen;34201;236;Erstattungen der Bank für Sozialwirtschaft aus dem Revolvingfonds zur Deckung von Bürgschaften; ;38;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1710;Sonstige Bewilligungen;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;38;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1710;Sonstige Bewilligungen;68404;236;Zuschüsse an die Wohlfahrtsverbände für die Durchführung zentraler und internationaler Aufgaben einschließlich bundeszentraler Fortbildung;nein;39;20800;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1710;Sonstige Bewilligungen;68405;236;Zuschüsse an Wohlfahrtsverbände und andere zentrale Organisationen für die Beratung und Betreuung von Flüchtlingen und Auswanderern;nein;39;8214;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1710;Sonstige Bewilligungen;68407;236;Zuschüsse an zentrale Organisationen und für zentrale Maßnahmen im Bereich der Wohlfahrtspflege;nein;39;6200;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1710;Sonstige Bewilligungen;68601;290;Zuweisungen an den Fonds für Opfer der Heimerziehung;nein;40;61000;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1710;Sonstige Bewilligungen;68602;290;Zuweisungen an den Fonds sexueller Missbrauch und in diesem Zusammenhang stehende Ausgaben;nein;40;12500;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Ausgaben für Investitionen;1710;Sonstige Bewilligungen;87001;236;Ausgaben für Bürgschaftsausfälle des Bundes aus sozialpolitisch begründeten Investitionsvorhaben;nein;41;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1710;Sonstige Bewilligungen;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;41;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;28208;011;Einnahmen aus Prämienzahlungen der Bundesanstalt für Immobilienaufgaben; ;43;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;28209;011;Einnahmen aus Sponsoring, Spenden und ähnlichen freiwilligen Geldleistungen; ;43;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;43;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;38107;890;Leistungen von Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben; ;43;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;11957;018;Vermischte Einnahmen; ;43;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;23257;018;Beteiligung an den Versorgungslasten des Bundes; ;43;65;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Sächliche Verwaltungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52901;011;Außergewöhnlicher Aufwand aus dienstlicher Veranlassung in besonderen Fällen;nein;44;19;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Sächliche Verwaltungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54201;013;Öffentlichkeitsarbeit;nein;44;115;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Sächliche Verwaltungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54709;011;Ausgaben für Vorhaben, die aus Spenden, Sponsoring und ähnlichen freiwilligen Geldleistungen finanziert werden;nein;45;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Zuweisungen und Zuschüsse (ohne Investitionen);1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;68806;011;Zahlungsverpflichtungen aus Verstößen gegen EU-Recht;nein;45;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;97203;880;Globale Minderausgabe;nein;45;-4198;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;97204;880;Globale Minderausgabe für Familienpflegezeit;nein;45;-3500;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;45;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;98107;890;Leistungen an Bundesbehörden zur Durchführung von ressortübergreifenden Aufgaben;nein;45;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;43157;018;Versorgungsbezüge der Bundesministerinnen und Bundesminister, Parlamentarischen Staatssekretärinnen und Parlamentarischen Staatssekretäre, sonstiger Amtsträger sowie deren Hinterbliebenen;nein;45;1205;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;43257;018;Versorgungsbezüge;nein;45;19191;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;43457;018;Zuführung an die Versorgungsrücklage;nein;46;750;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44357;018;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;nein;46;30;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44657;018;Beihilfen aufgrund der Beihilfevorschriften;nein;46;4290;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45357;018;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;nein;46;0;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63257;018;Erstattungen des Bundes für Versorgungslasten;nein;46;200;57;Versorgung der Beamtinnen und Beamten sowie der Richterinnen und Richter
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;42401;011;Zuführung an die Versorgungsrücklage;ja;46;733;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44101;840;Beihilfen aufgrund der Beihilfevorschriften;ja;46;2355;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;44301;840;Fürsorgeleistungen und Unterstützungen einschließlich Inanspruchnahme von besonderen Fachdiensten/-kräften;ja;46;130;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;45202;223;Unfallversicherung Bund und Bahn;ja;46;200;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52601;011;Gerichts- und ähnliche Kosten;ja;46;131;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52602;165;Sachverständige, Ausgaben für Mitglieder von Fachbeiräten und ähnlichen Ausschüssen;ja;46;265;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;52703;011;Reisen in Angelegenheiten der Personalvertretungen und der Gleichstellungsbeauftragten sowie in Vertretung der Interessen schwerbehinderter Menschen;ja;47;188;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;54301;290;Veröffentlichungen und Fachinformationen;ja;47;86;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1711;Zentral veranschlagte Verwaltungseinnahmen und -ausgaben;63403;011;Zuweisungen an den Versorgungsfonds;ja;-;2400;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1712;Bundesministerium;11101;011;Gebühren, sonstige Entgelte; ;49;180;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1712;Bundesministerium;11999;011;Vermischte Einnahmen; ;49;1;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Verwaltungseinnahmen;1712;Bundesministerium;13201;011;Erlöse aus der Veräußerung von beweglichen Sachen; ;49;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;E;Übrige Einnahmen;1712;Bundesministerium;38103;890;Verrechnungseinnahmen gemäß § 61 BHO außerhalb der Tit. 381.1 und 381.7; ;49;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Personalausgaben;1712;Bundesministerium;42799;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;nein;49;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Sächliche Verwaltungsausgaben;1712;Bundesministerium;51802;011;Mieten und Pachten im Zusammenhang mit dem Einheitlichen Liegenschaftsmanagement;nein;50;9253;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Sächliche Verwaltungsausgaben;1712;Bundesministerium;54701;011;Nicht aufteilbare sächliche Verwaltungsausgaben;nein;50;140;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;Besondere Finanzierungsausgaben;1712;Bundesministerium;98103;890;Verrechnungsausgaben gemäß § 61 BHO außerhalb der Tit. 981.1 und 981.7;nein;50;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;41202;011;Aufwandsentschädigung für den Unabhängigen Beauftragten zur Aufarbeitung des sexuellen Kindesmissbrauchs;ja;50;0;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;42101;011;Bezüge der Bundesministerin und der Parlamentarischen Staatssekretärinnen;ja;50;468;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;42201;011;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;ja;51;20032;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;42709;011;Entgelte für Arbeitskräfte mit befristeten Verträgen, sonstige Beschäftigungsentgelte (auch für Auszubildende) sowie Aufwendungen für nebenberuflich und nebenamtlich Tätige;ja;51;2488;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;42801;011;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;ja;51;13522;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;45301;011;Trennungsgeld, Fahrtkostenzuschüsse sowie Umzugskostenvergütungen;ja;51;110;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;51101;011;Geschäftsbedarf und Kommunikation sowie Geräte, Ausstattungs- und Ausrüstungsgegenstände, sonstige Gebrauchsgegenstände, Software, Wartung;ja;51;2001;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;51401;011;Verbrauchsmittel, Haltung von Fahrzeugen und dgl.;ja;51;105;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;51701;011;Bewirtschaftung der Grundstücke, Gebäude und Räume;ja;51;2911;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;51801;011;Mieten und Pachten;ja;51;372;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;52501;011;Aus- und Fortbildung;ja;51;178;;
17;Bundesministerium für Familie, Senioren, Frauen und Jugend;A;;1712;Bundesministerium;52701;011;Dienstreisen;ja;51;810;;
